,article_body,category,city,date,heading,sentiment,link,paper
190,"Mysuru: The Sri Chamundeshwari Temple in the city has registered a perceptible spike in daily collections in the wake of the Centre's move to render Rs 500 and Rs 1,000 illegal tender. When the temple authorities sat down to count the donations for the period from September 1 to November 10, the total came up to Rs 1,23,09,561, which translates to Rs 1,73,374 each day.    The collection for this 71-day period, counted three days after Prime Minister Naremdra Modi's announcement, comprised 5,840 Rs 500 notes, and 906 notes of Rs 1,000 denomination.    On Wednesday, the temple authorities sat down to compute the total collection in the 18 hundis at the Nazarbad branch of Canara Bank for the November 11-16.    The total came up to Rs 74,38,880 - translating to an average donation of Rs 12,39,813 each day, a seven-fold increase in comparison to the daily collections recorded in the preceding period. The number of Rs 500 notes period collected in this six-day period came up to 3,371, while 424 Rs 1,000 notes were found. Oddly enough, even three 2,000 rupee notes were found in the collections that were counted on Wednesday. Special officer at the Chamundeshwari temple, Vijaykumar said that the temple would next calculate its collections on December 28 or 29.    However, temple authorities at the Sri Male Mahadewara temple atop the Mahadehwara hills in Kollegal taluk, said that they had stopped accepting Rs 500 and Rs 1,000 notes from devotees for pujas and services, following the Centre's demonetisation move.    Officials at the temple said that they had installed 12 CCTV cameras at the 23 hundis in the temple to deter people from dropping their old notes. ""Politicians donated cash and jewelleries to the temple. But, they have kept away after the higher denomination notes were removed from circulation,"" an official said.    The accounts superintendent at the temple, Mahadevaswamy told TOI that the holy place sees nearly four to five lakh devotees every month. ""The total donations came up to Rs 90 lakh. We have decided to count the collection in the hundis on Novermber 22,"" he added.    (With inputs from MK Ajith)",india,,"Nov 19, 2016, 06.20 AM IST",Demonetisation sparks Sibal-Rohatgi verbal duel,0,http://timesofindia.indiatimes.com//india/Demonetisation-sparks-Sibal-Rohatgi-verbal-duel/articleshow/55505730.cms,toi
191,"BATHINDA: Punjab Congress chief spokesperson Sunil Jakhar has termed RBI's direction to central cooperative banks to not accept old currency notes as a step that would double the troubles of farmers, instead of doubling their income as Prime Minister Narendra Modi had claimed before the 2016-17 Budget.    ""The RBI step is enough to double farmers' troubles, whereas Modi had assured to double the income of farmers,"" said Jakhar on Friday at Bathinda. The Abohar MLA said Punjab farmers were facing the heat due to non-acceptance of demonetized Rs 500 and Rs 1,000 currency notes by the cooperative banks.    ""Farmers are being made to suffer at a time when wheat-sowing season has started. Congress demands immediate withdrawal of the RBI orders about banning deposits with the central cooperative banks. Otherwise, we will be forced to protest against this anti-farmer move,"" said the Punjab Congress vice-president.    Jakhar accused Punjab chief minister Parkash Singh Badal of not taking up the matter with Prime Minister Narendra Modi. He also asked Union finance minister Arun Jaitely to intervene, as he had promised the Moon to Punjabis during his parliamentary election campaign in 2014 while contesting from Amritsar.    He said Punjab's farmers had not been made any payment for their paddy crop over the last 24 days, which was over Rs 10,000 crore and now the banks were out to hurt them further. ""This has been done by both NDA and SAD-BJP governments, who claim to be farmer friendly,"" Jakhar remarked.",city,mysuru,"Nov 19, 2016, 06.23 AM IST",Daily collection at Sri Chamundeshwari temple sees spike after demonetization,0,http://timesofindia.indiatimes.com//city/mysuru/Daily-collection-at-Sri-Chamundeshwari-temple-sees-spike-after-demonetization/articleshow/55502661.cms,toi
192,"CHENNAI: When a measure like demonetisation that affects all people comes into play, you can be sure it will be factored into films in a variety of ways in the times to come. Film is a mass medium and a mass happening is certain to find echoes in it. In fact, the very first demonetisation in India that took place in 1946 figures brilliantly in a little known film of the period. The film, `Vijayalakshmi', flopped when it was released, but ironically it is perhaps the only film of 1946 to have survived 70 turbulent years since it saw the light of day.    Though named eponymously after its female protagonist, the film is dominated by the avaricious father-in-law Ganapathi Iyer, who finds his nemesis in the demonetisation of thousand rupee notes. In a superbly crafted climax that is based on superimpositions, unconventional camera angles and evocative music, the character that marries the religiosity of the priestly class with the greed of the loan shark finds superb evocation. Based on a Marathi stage play , `Bandaachi Soon', written by playwright Ganesh Krishna Shastri Pathak, Vijayalakshmi was directed by the veteran filmmaker P Pulliah, most famous for directing N T Rama Rao in the iconic mythological Sri Venkateswara Mahatyam (1960). Ironically , Vijayalakshmi is on the other end of the spectrum, being for most part a delightful vehicle of cinematic realism that presents credible characters and situations.    B R Panthulu, known more as producer director of seminal films like `Veerapandiya Kattabommon', `Kappalottiya Thamizhan', `Karnan' and Aayirathil Oruvan', if not for ` his essay of the role of `School Master', excels himself in a riveting portrayal of greed. With the varied palette of a practised actor, he brings facial expres sions, as well as mannerisms of speech and gait to make the character of the miserly Ganapathi come alive.    After his religiously conducted Lakshmi Puja, which is more a gloating over accumulated riches in his iron safe than any devotion to the goddess of wealth and prosperity , Ganapati Iyer receives a letter from his son Ramu. He begins to utter mournful cries learning that Ramu has resigned his job. Questioned by his wife, he says, `Praanan Poana Enna, Panam Poana Enna, Rendum Onnu thaanedi' (Losing money is akin to losing one's life), underlining his philosophy of life with the skewed equation that wealth equals life.    This immediately leads to exploitation and ill-treatment of women, of course with the complicity of other women, as is to be expected in a patriarchal society with scant respect for the rights or feelings of women. Prodded by his wife, Ganapati Iyer sends his daughter-in law packing to her father's place so that he can make more money getting his son married a second time. "" A two-stringed gold necklace, all the silver ware, and 10,000 as dowry for the second marriage. I can put away another 15,000 rupees in my safe,"" he chuckles happily , gloating over future acquisitions! Note hungry Ganapati is of the kind that invites the woes of demonetisation.    The year 1946 was a challenging one for the film industry with famine conditions prevailing in parts of the then Madras Presidency and the introduction of 12 ounce ration of rice. The demonetisation of 500, 1000 and 10,000 notes also hit the money bags financing the film industry as it did the stars who received part of the payment in black. Though the introduction of prohibition in eight districts of the Presidency made it seem that favourable conditions had been created for the film trade, there was actually little enthusiasm at the box office.",city,chandigarh,"Nov 19, 2016, 06.34 AM IST","Demonetisation doubling farmers’ troubles, not their income: Jakhar",-1,http://timesofindia.indiatimes.com//city/chandigarh/Demonetisation-doubling-farmers-troubles-not-their-income-Jakhar/articleshow/55504224.cms,toi
193,"THIRUVANANTHAPURAM: Pointing out that the cooperative banking sector in Kerala was an invaluable asset for the common man, chief minister Pinarayi Vijayan said that any attempt to weaken the sector would be resisted with full force.    He was speaking during the day-long hunger strike by his cabinet in front of the RBI regional office here on Friday. CPM general secretary Sitaram Yechury and V S Achuthanandan were also present.    ""Those who have done nothing for the cooperative sector in the state are coming out with the allegation that cooperative banks are filled with black money . This is an attempt to sabotage the banking sector,'' the CM said.",india,,"Nov 19, 2016, 07.24 AM IST",Little-known film from 1946 brilliantly tells a tale of the first demonetisation,0,http://timesofindia.indiatimes.com//india/Little-known-film-from-1946-brilliantly-tells-a-tale-of-the-first-demonetisation/articleshow/55506048.cms,toi
194,"ADIMALI: Defending championThrissur Sahodaya continues their dominance at the CBSE State Kalotsav, leading the points table (564 points) on the second day of the festival. The Malabar Sahodaya is trailing behind at second position with 536 points.The young participants of CBSE State Kalostav 2016 used the platform, attended by over 12,000 people, to put their ideas and views on contemporary issues such as demonetisation and Kerala's stray dog menace. These themes were widely used in the mimicry competitions.""Mimicry has to be critical, it's an art form that allows one to ridicule and humour at the same time,"" said the judge for the event, Jaymon P R.A twelfth grader, Sooryanarayanan from Bishop Moore Vidyapith ,Cherthala said, ""In my act I performed politicians giving their take on demonesation, the humour lies in the fact that there is no coherence in their point of view.""Though Sooryanarayanan is a Science student, he plans on pursuing drama after completing his schooling this academic year.The festive extravagance of the CBSE State Kalotsav on the second day of the competitions was set in motion by Thiruvathirakali at 8 am, in which over 52 teams competed under two categories.The day also witnessed other cultural dance events such as Mohiniyattam and Bharatanatyam.A couple of dance teams were disqualified on Friday for appearing late.The principal of the host school, Tomy Nambiaparambil said, ""Most participants don't want to be among the first three teams that perform in the event, so they try to delay their performance by appearing late on the stage. We had to take necessary action to stop this from repeating.""He said that the two teams can make an appeal to the jury in order to avail an opportunity to perform once again.Several solo musical instrument and classical music competitions were held on Friday. ""I like sitting in the green room with many different musicians, listening to what they play , observing their techniques and hearing about their influences,"" said participant and violinist, Geo Sunny from Marygiri public school in Koothattukulam.Film actors Lakshmi Priya and Lakshmi Menon, arrived at the ven ue at 6pm to award the winners.At the end of the second day, winners of 54 events were awarded.""I was told a week ago that my daughter's event would be between 9am and 11am. To my surprise, the event happened as planned,"" said Shibu Kumar, a parent of a participant from Thiruvananthapuram, who praised the management of the event.Among schools, Christ CMI Pub lic School from Kasaragod Sahodaya, leads with 186 points, and Silver Hills CMI Public School and Bharatiya Vidya Bhavan School from Malabar Sahodaya are at the second place.",city,thiruvananthapuram,"Nov 19, 2016, 09.25 AM IST",CM leads protest on demonetisation,-1,http://timesofindia.indiatimes.com//city/thiruvananthapuram/CM-leads-protest-on-demonetisation/articleshow/55507116.cms,toi
195,"THIRUVANANTHAPURAM: Metro Man E Sreedharan has welcomed the demonetisation of high-value currency notes by the Union government.    ""Relying on large-scale illegal transactions in cash and evading taxes are indicators of a culture of greed and an inherent value crisis in the society. The recent move by the government to curb corruption and the generation of black money, is a welcome move,"" said Sreedharan in his capacity as the president of the Foundation for Restoration of National Values.    In a statement issued on Friday , Sreedharan, who is also the principal advisor to DMRC, said, ""Large denomination notes provide an easy way of stashing illegal and illgotten money . The government move will thwart the black money in the country , while encouraging the upright citizens and keeping anti-national elements in check"".    According to Sreedharan, while the move has posed in convenience to some pe ople, in the long run the intervention will embol den those who are ho nest. It would encourage many more to be trans parent in their dealings.    He expressed hope that the government would continue to ensure steps for improved tax compliance and transparent funding of elections, thereby blocking the generation of illicit money.""A clear economy will encourage better governance and attract investments that will lead to growth,"" he said",city,kochi,"Nov 19, 2016, 09.41 AM IST","Demonetisation, state's stray dog menace find echo in CBSE Kalotsav venues",0,http://timesofindia.indiatimes.com//city/kochi/Demonetisation-states-stray-dog-menace-find-echo-in-CBSE-Kalotsav-venues/articleshow/55507255.cms,toi
196,"MUMBAI: Just 10 days after PM Narendra Modi’s announcement of removing old Rs 1,000 and Rs 500 currency denominations from legal tender, the income tax (I-T) department has started cracking the whip on people depositing large amount of cash.    ET has got hold of notice sent by I-T department of Siliguri, enquiring of cash deposits made by people in State Bank of Sikkim from November 12 – 14. ""It's a genuine notice sent by us,"" Mr. Bhutia confirmed to ET.    In the notice dated November 18 – signed by Norbu Bhutia, deputy director of Income Tax (Investigation) at Siliguri unit – the concerned party has been asked to appear before the deputy director on (or before) November 25 to explain the source of deposits, along with    “supporting documentary evidence”.    “You may also produce the books of accounts along with bills/ voucher of documents which would be useful to explain the cash deposit,” the notice reads.    One such notice has been sent to a Gangtok-based company for making a cash deposit of Rs 4,51,000 on November 13.    The notice further reads that in case the person (or company) is assed to income tax, “then you shall also file ITR of last 2 years.    Bhutia’s notice has also clarified that in case of Sikkim subject holder, or Old settler, the supporting evidence should also be filed.    The notice states that in the wake of demonetisation of Rs 1,000 and Rs 500 denomination currency notes, the I-T department, under the ministry of finance, is examining the source of cash deposits of the above denominations.",city,thiruvananthapuram,"Nov 19, 2016, 09.50 AM IST",Metro Man hails demonetisation,1,http://timesofindia.indiatimes.com//city/thiruvananthapuram/Metro-Man-hails-demonetisation/articleshow/55507348.cms,toi
197,"MUMBAI: We queue up for hours for darshan. We hope they will bestow on us what we desperately desire, but there’s no guarantees. We trade stories of other sites which might be more bountiful.    We beg their guardians to allow us access. And when we finally succeed they now put a mark, like a tilak, on our finger. Can anyone doubt that banks, and in particular ATM machines, are our new shrines and pilgrimage spots? It is quite a change from when they were first introduced in India, nearly 30 years ago. Citibank and the Hongkong and Shanghai Banking Corp. (HSBC) introduced them in Bombay (now Mumbai) in September 1987 on the premises of the banks.    They only accepted cheques and dispensed cash of up to Rs 3,000 a day. An article in the Times of India in August 1987 announcing their impending introduction noted that ATMs could undertake fund transfers and other financial activities abroad but “it is unlikely to be introduced in India in the near future.” And for some time ATMs were “likely to be restricted to big cities only.”    Internationally, ATMs had been introduced exactly 20 years earlier. As with most major technologies, multiple efforts were on around the same time toward making a machine that mechanised basic banking tasks. From the 1950s, vending machines had become popular for dispensing many products in the US, UK, parts of Europe and, in particular Japan, where the 1964 Tokyo Olympics had helped showcase them to the world. There’s some evidence that a cash-dispensing machine was tried there.    But the first functioning ATM is generally agreed to have started on July 27, 1967, in Enfield, a suburb of London. Its inventor John Shepherd-Barron, whose father was the chief engineer of Chittagong port, was born in Shillong in 1925 and was later sent to Britain to be raised. His first job was with De La Rue, the famous specialist printers of banknotes, and he would eventually become managing director of its instruments division.    It is fairly obvious Shepherd-Barron would be inclined toward developing a cash-dispensing machine. But in the story he carefully developed over the years he always presented it as a streak of inspiration that hit him when he was, like Archimedes, lying in his bath. He had been just one minute too late that Saturday to cash a cheque before his bank closed and he wondered why something like a candy vending machine couldn’t be modified to give out cash.    Through De La Rue he knew the management at Barclays bank, and when he presented his idea they readily agreed to support it. Instead of plastic card, Shepherd-Barron’s model used vouchers printed with radioactive ink to help the machine decipher them. (He insisted the ink wasn’t harmful and a user would have to eat 136,000 vouchers before it had an effect.) It required a Personal Identification Number, or PIN. (In another part of the story he always mentioned, he had made six-digit PINs before his wife said she could never remember more than four, and that’s why four-digit PINs are still the norm today.)      Also read:    For many, demonetisation is a step toward equality  Shepherd-Barron ensured he got credited as the inventor of the ATM, but more comprehensive research has shown several other possible claimants. One, Luther George Simjian, actually preceded him with a machine in New York city in 1960, but this only accepted cheques and cash. It only proved popular with prostitutes and gamblers who didn’t want to go into banks. This didn’t help its reputation and it was discontinued.    Just a week after Shepherd-Barron’s machine dispensed its first £10 – which was all it gave out – a Swedish company set up a cash machine. (Sweden would also record perhaps the first major ATM theft when some enterprising criminals found a way to reuse its tokens at multiple machines.) A month later, another British bank started one, and in 1969, machines appeared independently in the UK, US and Japan. While they all used different systems, in time it became apparent that plastic cards with magnetic strips were the most efficient way to access them.    These cards were among the technologies that came together around the same time to make ATMs possible.    Others were visual display units, strong steel cases, telephone networks and, much later on, software like Windows, which is still used in nearly all ATMs. But the technology faced severe problems as well. Few machines at that time were designed to operate round the clock and in the open, working in all-weather situations. Most of those early ATMs crashed continuously.    Yet banks persisted with them. Mechanised banking, if it could be made to work, had many advantages. It seemed cutting-edge, allowing banks to give their rather sedate image a high-tech gloss. In the UK, where unions were pushing to stop Saturday banking, ATMs would be one way to keep operations going, with the added hope that, over time, replacing human tellers could cut the power of the unions. In the US, ATMs were a way to reach out to the around 30% of Americans who still didn’t bank – like India today, the US then still had a substantial population that operated on cash.    Customers were initially less enthusiastic. People are wary of innovation when it comes to their money and stories abounded of ATMs eating up cards and dispensing cash randomly. People were used to operating within banking hours, so the ability to take money out at any time didn’t seem important.    But then they realised how even during banking hours ATMs could cut their waiting time. The ability to transact fast turned out to be as important as the ability to transact at any time. When banks were allowed to open off-branch ATMs, the geographical range of transactions also increased.    Bernardo Batiz-Lazo, a business historian and expert on cash economies, points to one overriding change that ATMs lead to. Before they came, most people thought of banks in relation to the branch they used, where the staff was familiar and trusted. ATMs helped break that link, making people realise that the brand was important, not the branch itself. Banks used this to expand the scope of their activities into other financial services, deploying staff, who would otherwise have been tied to branch banking, elsewhere. Reducing the importance of branches also helped contain real estate costs.  THE TAKEOFF  ATM installation took off toward the end of the 1970s, especially as telephone networks enabled them to be connected in an ever-increasing web.    In the US, their ease of use helped bring the large segment who operated on cash and either had no time for or were wary of bank branches slowly into the formal banking network – very much as is hoped will happen in India. Paul Volcker, one of the most notable governors of the US Federal Reserve, called them “the only useful innovation in banking.”    In India, their takeoff took more time. In 1999, 12 years after their introduction, there were still only around 800 ATMs in the country. But in just a few years, the number would explode, crossing 10,000 in 2003. Even more impressive, as an article in ToI that year noted, the number of daily transactions per ATM had shot up from 50 in 1999 to 140 in 2003, while cash dispensed went up from Rs1,900 crore in 1999 to Rs 57,000 crore in 2003. Slowly but surely India was getting into the ATM habit.    Banks helped by innovating in ATM placements and services. In 2004, the State Bank of India in Kochi launched a floating ATM, on a ferry plying between the jetties of Ernakulam and Vypeen in the city’s huge bay. At the other end of India, SBI set up an ATM at Leh, 16,000 feet above sea level, primarily for the benefit of the armed forces.    The regularity of strikes from the intransigent unions of public sector banks increased demand for the roundthe-clock reliability of ATM services. Banks extended ATM services, offering them in multiple languages, adding bill payment, ticket payment and other financial services. A few even tried offbeat services like giving horoscopes or allowing temple donations.  THE FUTURE  This was, perhaps, a presentiment of the shrine-like status they would take in the chaos following demonetisation. But it remains to be seen if the long-term effect will be to increase or decrease their use. On the one hand, one certain consequence will be to push people from the unaccounted cash only economy to the formal banking system – and cash taking and dispensing ATMs are likely to be the prime point of interaction.    Yet the experience from abroad suggests that ATM usage can also drop off. In the US and Europe, ATM usage seems to be diminishing. According to the American Banking Association, the percentage of customers using ATMs to manage their accounts has declined from 17% in 2009 to 11% last year. Banks say that people now visit ATMs around once every two weeks, down at least once a week. Alternatives like internet and mobile banking are partly responsible for this, but above all it seems driven by a decreasing demand for cash.    Anyone who’s spent time in the US will be familiar with this. Many Americans rarely carry more than $20 with them – a sum that’s enough to take care of most immediate situations, while for anything else card payments will do. In Europe, in countries like Sweden, card payments are so common that cash is now rare, and most often carried by foreigners. In one Scandinavian country a series of muggings of Asians was originally thought to be racist, until the police realised that the criminals were targeting Asians simply because they were more likely to have cash.    Perhaps the one really lasting change from the current chaos in India will be in pushing us not just towards more use of plastic, but more use of plastic for small amounts. Many people with credit or debit cards tended to use them only for substantially large purchases, not least because smaller retailers didn’t have card machines. But the absence of cash in the days post demonetisation has both pushed card holders to use them for small transactions, and retailers to offer the service. One telling sign in a shop said: “Card payments accepted for cigarettes.”    Despite the growth of cards and other payment systems, the market for cash, and ATMs to dispense it, does seem likely to remain strong in India. As experts like Batiz-Lazo point out the ratio of ATMs to population in India is still way below global norms, leaving plenty of scope to expand. Once you leave the metros, ATMs can still seem far too few and remote.    Batiz-Lazo, in an interview with ET, also pointed out that moving to plastic “implies generating fees for the bank and the card company.    So who has more to gain from going cashless?” Once the current chaos dies down, and financially savvy Indian customers start receiving their card statements, the fees and interest rates charged by banks are likely to become a problem. So too will the inevitable stories of people struggling with credit card debt.    Above all, notes Batiz-Lazo, the government, in its enthusiasm to drive people away from cash, and in particular black money, doesn’t seem to respect the very real reasons why people remain faithful to it. “These are not stupid people. They do not want to pay taxes because, among other things, there is little value for them in doing so.”    It’s pointless trying to make India into a cash-free and high-tax country line Sweden because people in Sweden can see the welfare state benefits they get from hightaxes (though this is increasingly in question there too). In India, where people see only crumbling infrastructure and wasteful spending, the reluctance to pay tax can be understood if not entirely condoned. The Modi government is trying to make black money, and demonetisation as a way to tackle it, a moral issue.    But in the long run, especially as the patriotic appeal of demonetisation fades, it makes more sense just to deliver better, more efficient services, giving people a logical reason to pay tax. Until that happens, cash in all its coloured forms will remain dominant in India – and so will ATMs as our mechanised monetary mandirs that mediate our access to it.",india,,"Nov 19, 2016, 09.58 AM IST",Demonetisation drive: I-T department sends notice on large cash deposits,0,http://timesofindia.indiatimes.com//india/Demonetisation-drive-I-T-department-sends-notice-on-large-cash-deposits/articleshow/55507434.cms,toi
198,"NEW DELHI/MUMBAI: The scrapping of Rs 500 and Rs 1,000 notes, which comprised about 86% of all cash in circulation, will put a dent in India’s growth. How big is a matter of speculation — some analysts pegged the setback at a few tenths of a percentage point, others slashed estimates by half. The most pessimistic view would possibly see India slipping back behind China and losing its title of fastest growing major economy in the world.    Brace for a slowdown in the remaining five months of FY17 as demand dries up in response to the lack of liquidity, but expect an equally strong rebound in a few quarters when the expected benefits of the move kick in, was the predominant view among analysts.      Also read:    Crisis easing, could not have done better, says Jaitley  “The economy has had a heart attack this quarter,” said Indranil Sen Gupta, chief India economist at Bank of America-Merrill Lynch. “We expect the impact of this to resonate for at least two quarters, impacting GDP by 50 basis points for the fiscal year.”    Most put the revised number at around 7% against earlier estimates of near 8%, an optimism that had been bolstered by good monsoons and a pay commission-led consumption boost. The Indian economy expanded 7.6% in FY16. The International Monetary Fund had put FY17 growth at the same level. China is likely to grow at 6.6% in 2016 and is expected to slow to 6.2% in 2017.    HDFC Bank expects India’s GDP to grow at 7.3% versus the earlier estimate of 7.8%. CARE Ratings slashed its projection for gross value added (GVA) to 7.1-7.3% from 7.6%. Services will get hit the most in the December quarter on account of losses in trade, hotels and transport due to the volume of cash transactions involved in these activities.      Also read:    For many, demonetisation is a step toward equality  “Agriculture is expected to be least impacted with the major shock being absorbed in the first two-three weeks itself as there have been issues in sales at mandis due to the cash crunch presently,” CARE Ratings said in a report.    ICRA cut its growth forecast by 40 basis points. It had earlier forecast GDP and GVA to grow 7.9% and 7.7%, respectively. One basis point is one hundredth of a percentage point.    “Consumption-oriented sectors, particularly those which witness a sizable magnitude of cash transactions, such as real estate, construction, jewellery, retail, travel and tourism and trade are likely to be most affected. Cash-based transactions in the unorganised sector would also get disrupted, particularly in rural areas,” said Aditi Nayar, senior economist at ICRA.    Investment bank Ambit Capital took a far bleaker view. It cut GDP growth estimates for FY17 to 3.5% from 6.8% earlier and for FY18 to 5.8% from 7.3%, even penciling in the possibility of a contraction in the ongoing third quarter.      Also read:    How Modi's currency ban turned ATMs into holy shrines overnight  Ambit said the cash crunch will paralyse economic activity in the short term. “Hence, we expect GDP growth to decelerate from 6.4% in the first half of FY17 (as per Ambit estimates) to 0.5% year on year in the second half of FY17 with a distinct possibility of GDP growth contracting in the third quarter FY17.”    An economist at one of the large private Indian banks said GVA growth could be as low as 7.1% with discretionary consumption to suffer a major blow due to the cash crunch. “It will be a drag especially in this quarter but we expect things to normalise in the fourth quarter,” the economist said.    Credit ratings firm Crisil earlier projected GDP to grow 7.5% but now expects a downside risk emanating from demonetisation.    “Though we are still waiting and watching, it is almost certain that demonetisation will shave off some percentage points from the GDP,” said Sunil Kumar Sinha, principal economist at India Ratings & Research, a Fitch Group company. HSBC expects an impact of up to one percentage point on growth. “Using the cash elasticity of GDP, we estimate that over a year, economic growth can fall by 0.7-1.0 ppt (percentage point), with the maximum impact in the immediate two quarters, which will see a large contraction in ‘effective’ money supply,” it said in a note.    Economic Affairs Secretary Shaktikanta Das said it was too early to assess the impact of demonetisation. “It is too early to assume GDP will go down just because of this. The situation will ease out in next 10 to 15 days,” he said at an ET Now function, while pointing out that things were improving. The deceleration will push the government’s ambitions of achieving 8% growth further out of reach.    “Consumption has been hit hard. Agriculture has done better this year but it will not be able to make up for this impact,” said DK Joshi, chief economist at Crisil. Consumption has about a 56% weightage in GDP.    Sen Gupta said the economy can at best grow at the same pace as last year, though it is more likely it will grow somewhere around 7.4%, slower than the 7.6% registered in the fiscal year ended March 2016. The biggest blow will be borne by services sector as people conserve cash rather than spend on travel, consumption or leisure activities. Since the sector dominates the economy, this will lead to some job losses and pull GDP lower.  BIG BOOST AHEAD  While the short-term view is negative, most experts have a bullish view a year down the line from the boost to taxes and potentially lower interest rates and inflation. Ambit expects a 25-50 basis point reduction in interest rates in the second half of the current fiscal.    “Since government’s fiscal situation is likely to improve (with higher tax collection), GDP growth is likely to improve over time – we expect FY18 GDP growth of around 8.2% (revised up) from 8%,” said Tushar Arora, senior economist at HDFC Bank.    Small and medium enterprises (SMEs), which are also big contributors to GDP, will be hit because both payments and receipts are in cash, said Madan Sabnavis, chief economist at Care Ratings.    “Overall GDP would be affected by 0.3% to 0.5%,” Sabnavis said. Care had expected India’s GDP to grow at 7.8% before the monetisation was announced.    Expectations are that the sowing for the winter rabi crop will also be affected, though it is unclear on what impact the demonetisation will have on prices of foodstuff.",business,,"Nov 19, 2016, 10.00 AM IST",How ATMs became holy shrines overnight post demonetisation,1,http://timesofindia.indiatimes.com//business/india-business/How-ATMs-became-holy-shrines-overnight-post-demonetisation/articleshow/55507453.cms,toi
199,"RAIPUR: Chamber of Commerce and Industry (CCI) has sent an open letter to Prime Minister Narendra Modi and chief minister Raman Singh, pointing out that the insufficient withdrawal limit from banks fixed by the Centre was causing difficulties to the masses after demonetisation of currency.    Talking to TOI, CCI members said, ""We welcome the move of demonetisation of high-value currency notes as it will put an end to corruption, hit terror funding and counterfeiting.    This will clean up the economy and create a stable base for the rise of economy. But the problems faced by small retailors, grocery store keepers and motel owners must be addressed efficiently in the wake of the decision.""    In wake of demonetisation of Rs 500 and Rs 1,000 notes, there has been a sharp drop in number of customers and overall sales across vegetable markets, grocery stores and other commercial establishments due to shortage of tender change in the capital city of Chhattisgarh.    Keeping in view the interest of these retailers, government should allow the usage of demonetised currency just as the defunct currency of Rs 500 and Rs 1000 is allowed at government hospital and petrol pumps.    Even it should be allowed in private hospitals for the convenience of patients and their family members.    Chamber members also suggested in the letter that to ease the distribution of new currency at banks, post offices and ATMs, the government should extend their distribution counters.    The appropriate counters could be certain government offices and at rural places, counters of chief executive officer at Janpad office could be brought in use.    The members also stated that the traders should not be detained for interrogation on being found with money. For time being, the trading and business in all sectors have faced a setback, which will improve in another six months.    Moreover, the payments of daily wages to small cottage industry workers and labourers have become difiicult and brought mismanagement in the business.",business,,"Updated: Nov 19, 2016, 10.08 AM IST",Demonetisation: Analysts warn of speed bumps before GDP growth rebound,-1,http://timesofindia.indiatimes.com//business/india-business/Demonetisation-Analysts-warn-of-speed-bumps-before-GDP-growth-rebound/articleshow/55507506.cms,toi
